oof_prob_CANDIDATE,oof_prob_FALSE POSITIVE,label_text
0.9914793372154236,0.008520683273673058,CANDIDATE
0.9912130236625671,0.008786954917013645,CANDIDATE
0.4962823987007141,0.5037176012992859,CANDIDATE
0.01461249589920044,0.9853875041007996,FALSE POSITIVE
0.9914671778678894,0.008532850071787834,CANDIDATE
0.9923268556594849,0.007673126179724932,CANDIDATE
0.9903698563575745,0.009630163200199604,CANDIDATE
0.9925819039344788,0.0074180783703923225,CANDIDATE
0.01679706573486328,0.9832029342651367,FALSE POSITIVE
0.989330530166626,0.010669490322470665,CANDIDATE
0.9238319993019104,0.07616802304983139,CANDIDATE
0.9199120402336121,0.08008793741464615,CANDIDATE
0.9523761868476868,0.04762383550405502,CANDIDATE
0.9905849099159241,0.009415091946721077,CANDIDATE
0.014644622802734375,0.9853553771972656,FALSE POSITIVE
0.14503592252731323,0.8549640774726868,FALSE POSITIVE
0.005931377410888672,0.9940686225891113,FALSE POSITIVE
0.22688382863998413,0.7731161713600159,FALSE POSITIVE
0.9903891682624817,0.009610836394131184,CANDIDATE
0.9930127859115601,0.006987240165472031,CANDIDATE
0.024029254913330078,0.9759707450866699,FALSE POSITIVE
0.9924813508987427,0.0075186751782894135,CANDIDATE
0.9912164211273193,0.008783550001680851,CANDIDATE
0.994398295879364,0.005601708311587572,CANDIDATE
0.19386136531829834,0.8061386346817017,FALSE POSITIVE
0.9887792468070984,0.011220766231417656,CANDIDATE
0.9900107979774475,0.009989180602133274,CANDIDATE
0.9907171130180359,0.009282886050641537,CANDIDATE
0.08260303735733032,0.9173969626426697,FALSE POSITIVE
0.4503105878829956,0.5496894121170044,FALSE POSITIVE
0.016780436038970947,0.983219563961029,FALSE POSITIVE
0.9976822733879089,0.00231772568076849,CANDIDATE
0.9879636764526367,0.012036307714879513,CANDIDATE
0.990492045879364,0.009507952257990837,CANDIDATE
0.9907411336898804,0.009258867241442204,CANDIDATE
0.9934168457984924,0.006583154201507568,CANDIDATE
0.9957912564277649,0.004208731930702925,CANDIDATE
0.9789564609527588,0.02104351483285427,CANDIDATE
0.027405202388763428,0.9725947976112366,FALSE POSITIVE
0.9915754199028015,0.0084246089681983,CANDIDATE
0.10083019733428955,0.8991698026657104,FALSE POSITIVE
0.991301417350769,0.008698583580553532,CANDIDATE
0.9929844737052917,0.007015531416982412,CANDIDATE
0.9949928522109985,0.005007175728678703,CANDIDATE
0.9914163947105408,0.008583614602684975,CANDIDATE
0.9534567594528198,0.04654321074485779,CANDIDATE
0.15277832746505737,0.8472216725349426,FALSE POSITIVE
0.9933422207832336,0.006657774094492197,CANDIDATE
0.9907576441764832,0.009242347441613674,CANDIDATE
0.9895505309104919,0.010449488647282124,CANDIDATE
0.9909067153930664,0.009093265980482101,CANDIDATE
0.9938963055610657,0.006103688385337591,CANDIDATE
0.9945923089981079,0.005407674238085747,CANDIDATE
0.0644146203994751,0.9355853796005249,FALSE POSITIVE
0.9905098080635071,0.009490180760622025,CANDIDATE
0.9966354370117188,0.0033645331859588623,CANDIDATE
0.9903839826583862,0.009616016410291195,CANDIDATE
0.985417902469635,0.014582077972590923,CANDIDATE
0.9818680286407471,0.018131960183382034,CANDIDATE
0.9851818084716797,0.014818166382610798,CANDIDATE
0.06577074527740479,0.9342292547225952,FALSE POSITIVE
0.9926417469978333,0.007358270231634378,CANDIDATE
0.7387858629226685,0.26121410727500916,CANDIDATE
0.9072929620742798,0.09270700812339783,CANDIDATE
0.992917001247406,0.007082985248416662,CANDIDATE
0.974658727645874,0.025341253727674484,CANDIDATE
0.9794127345085144,0.020587267354130745,CANDIDATE
0.9905098080635071,0.009490180760622025,CANDIDATE
0.9884837865829468,0.011516223661601543,CANDIDATE
0.9892962574958801,0.01070376019924879,CANDIDATE
0.996105968952179,0.0038940177764743567,CANDIDATE
0.023796558380126953,0.976203441619873,FALSE POSITIVE
0.534030556678772,0.4659694731235504,FALSE POSITIVE
0.9944648742675781,0.005535106640309095,CANDIDATE
0.9933203458786011,0.006679682992398739,CANDIDATE
0.5777729749679565,0.42222702503204346,FALSE POSITIVE
0.9965937733650208,0.0034062217455357313,CANDIDATE
0.9944401979446411,0.005559808108955622,CANDIDATE
0.9822324514389038,0.01776755414903164,CANDIDATE
0.008056282997131348,0.9919437170028687,FALSE POSITIVE
0.03513294458389282,0.9648670554161072,FALSE POSITIVE
0.9957417249679565,0.004258252680301666,CANDIDATE
0.9892501831054688,0.010749831795692444,CANDIDATE
0.043855905532836914,0.9561440944671631,FALSE POSITIVE
0.9832121133804321,0.016787858679890633,CANDIDATE
0.993820309638977,0.006179671734571457,CANDIDATE
0.9905408620834351,0.00945914164185524,CANDIDATE
0.9882314205169678,0.01176857203245163,CANDIDATE
0.9950188994407654,0.0049810949712991714,CANDIDATE
0.9836148023605347,0.016385216265916824,CANDIDATE
0.9913603663444519,0.008639606647193432,CANDIDATE
0.9740117788314819,0.02598819136619568,CANDIDATE
0.8693846464157104,0.13061532378196716,CANDIDATE
0.02645045518875122,0.9735495448112488,FALSE POSITIVE
0.9903544187545776,0.009645611047744751,CANDIDATE
0.3148311972618103,0.6851688027381897,FALSE POSITIVE
0.9872464537620544,0.012753532268106937,CANDIDATE
0.985693633556366,0.01430636364966631,CANDIDATE
0.9480552673339844,0.051944732666015625,CANDIDATE
0.5797559022903442,0.4202440679073334,CANDIDATE
0.012555122375488281,0.9874448776245117,FALSE POSITIVE
0.02513432502746582,0.9748656749725342,FALSE POSITIVE
0.9624828100204468,0.037517160177230835,CANDIDATE
0.9936596751213074,0.00634033652022481,CANDIDATE
0.9922463893890381,0.007753595244139433,CANDIDATE
0.9890363812446594,0.010963644832372665,CANDIDATE
0.01634269952774048,0.9836573004722595,FALSE POSITIVE
0.9915504455566406,0.008449536748230457,CANDIDATE
0.993755042552948,0.006244942545890808,CANDIDATE
0.9949299693107605,0.005070013459771872,CANDIDATE
0.9956803917884827,0.004319588653743267,CANDIDATE
0.9666113257408142,0.033388663083314896,CANDIDATE
0.9897344708442688,0.01026553101837635,CANDIDATE
0.9874704480171204,0.012529530562460423,CANDIDATE
0.9943587779998779,0.005641242489218712,CANDIDATE
0.9897324442863464,0.010267526842653751,CANDIDATE
0.9962345957756042,0.0037654032930731773,CANDIDATE
0.020081758499145508,0.9799182415008545,FALSE POSITIVE
0.019416332244873047,0.980583667755127,CANDIDATE
0.01809900999069214,0.9819009900093079,FALSE POSITIVE
0.9981018304824829,0.0018981636967509985,CANDIDATE
0.9950011372566223,0.00499883946031332,CANDIDATE
0.14105278253555298,0.858947217464447,FALSE POSITIVE
0.05545109510421753,0.9445489048957825,CANDIDATE
0.982228696346283,0.01777133159339428,CANDIDATE
0.9937276244163513,0.006272363010793924,CANDIDATE
0.9946002960205078,0.005399711895734072,CANDIDATE
0.9919940233230591,0.008005970157682896,CANDIDATE
0.06422543525695801,0.935774564743042,FALSE POSITIVE
0.008677959442138672,0.9913220405578613,FALSE POSITIVE
0.9770084023475647,0.022991612553596497,CANDIDATE
0.9861055612564087,0.013894411735236645,CANDIDATE
0.9908069372177124,0.0091930590569973,CANDIDATE
0.9861431121826172,0.01385686919093132,CANDIDATE
0.03557223081588745,0.9644277691841125,FALSE POSITIVE
0.038796424865722656,0.9612035751342773,FALSE POSITIVE
0.019062459468841553,0.9809375405311584,FALSE POSITIVE
0.9916423559188843,0.00835761521011591,CANDIDATE
0.9959062933921814,0.004093711264431477,CANDIDATE
0.9912804961204529,0.008719475008547306,CANDIDATE
0.9872099161148071,0.012790068052709103,CANDIDATE
0.9905145764350891,0.009485427290201187,CANDIDATE
0.9919672608375549,0.008032712154090405,CANDIDATE
0.9956108331680298,0.004389140754938126,CANDIDATE
0.9898666143417358,0.010133381932973862,CANDIDATE
0.03697437047958374,0.9630256295204163,FALSE POSITIVE
0.9950042366981506,0.004995766561478376,CANDIDATE
0.9965037703514099,0.0034962191712111235,CANDIDATE
0.013681411743164062,0.9863185882568359,FALSE POSITIVE
0.9854937195777893,0.0145062655210495,CANDIDATE
0.9802732467651367,0.01972673274576664,CANDIDATE
0.9754173159599304,0.02458265982568264,CANDIDATE
0.9960095882415771,0.003990433644503355,CANDIDATE
0.9849903583526611,0.015009671449661255,CANDIDATE
0.9944133758544922,0.005586647428572178,CANDIDATE
0.9938107132911682,0.006189261097460985,CANDIDATE
0.9902956485748291,0.00970437005162239,CANDIDATE
0.9809160232543945,0.019083956256508827,CANDIDATE
0.9784987568855286,0.021501248702406883,CANDIDATE
0.9935703277587891,0.006429671309888363,CANDIDATE
0.8675780296325684,0.13242194056510925,CANDIDATE
0.9833616614341736,0.016638344153761864,CANDIDATE
0.0181846022605896,0.9818153977394104,FALSE POSITIVE
0.994426429271698,0.00557355210185051,CANDIDATE
0.9914916753768921,0.008508297614753246,CANDIDATE
0.9888038635253906,0.011196140199899673,CANDIDATE
0.9692927002906799,0.030707288533449173,CANDIDATE
0.9908624887466431,0.009137510322034359,CANDIDATE
0.9903544187545776,0.009645611047744751,CANDIDATE
0.9956775903701782,0.004322409629821777,CANDIDATE
0.9917862415313721,0.008213747292757034,CANDIDATE
0.9667404890060425,0.033259518444538116,CANDIDATE
0.9598464369773865,0.04015354812145233,CANDIDATE
0.995925784111023,0.004074208438396454,CANDIDATE
0.9939169883728027,0.006082986015826464,CANDIDATE
0.9865046739578247,0.013495312072336674,CANDIDATE
0.08335977792739868,0.9166402220726013,CANDIDATE
0.39760106801986694,0.6023989319801331,FALSE POSITIVE
0.9902413487434387,0.00975864753127098,CANDIDATE
0.06295263767242432,0.9370473623275757,FALSE POSITIVE
0.9891870617866516,0.010812964290380478,CANDIDATE
0.9935621023178101,0.0064378706738352776,CANDIDATE
0.9912130236625671,0.008786954917013645,CANDIDATE
0.9821944236755371,0.01780555583536625,CANDIDATE
0.9969667196273804,0.003033253364264965,CANDIDATE
